NDVI,NIR,RED,VH,VV,Villl_name,Stage,Date,District
0.211202871,0.158566714,0.08101364,-21.82079042,-14.16657016,GOPALPURA,S_3,2024-01-20,MANDSAUR
0.455249317,0.200291357,0.075375109,-18.16986883,-10.50013751,HARIPURA,S_3,2024-01-20,MANDSAUR
0.559594607,0.237816222,0.068580777,-16.83119431,-9.929639025,BORKHEDI,S_3,2024-01-20,MANDSAUR
0.432808845,0.212750288,0.083735878,-18.37707993,-10.87469427,RANAYARA,S_3,2024-01-20,MANDSAUR
-0.001333163,0.084609661,0.065189007,-26.98535753,-18.89881193,BHILKHEDI,S_3,2024-01-20,MANDSAUR
0.373548546,0.211123551,0.095405921,-17.98651124,-10.69838095,GOPALPURA,S_3,2024-01-20,MANDSAUR
0.425305085,0.211367814,0.084015113,-17.88876966,-10.49340175,KARADIYA,S_3,2024-01-20,MANDSAUR
0.356346256,0.240698424,0.116111494,-18.28268679,-10.77106388,CHANDRAPURA,S_3,2024-01-20,MANDSAUR
0.43859095,0.238526572,0.093441435,-17.6637888,-10.52188304,KARADIYA,S_3,2024-01-20,MANDSAUR
0.380307227,0.194325679,0.080403084,-18.97113477,-11.49305297,RANAYARA,S_3,2024-01-20,MANDSAUR
0.40361474,0.208569672,0.087942207,-17.94316566,-10.58477807,MUNDLA,S_3,2024-01-20,MANDSAUR
0.3794409,0.206384044,0.092264859,-18.22271086,-10.73999685,RUPAREL,S_3,2024-01-20,MANDSAUR
0.406125153,0.204522343,0.08640479,-17.97231772,-10.76082822,GOPALPURA,S_3,2024-01-20,MANDSAUR
0.325373095,0.197175429,0.099914058,-18.68061122,-10.80428214,MANPURA,S_3,2024-01-20,MANDSAUR
0.342721248,0.18187175,0.088313616,-18.37119404,-10.62051667,BANSKHEDI,S_3,2024-01-20,MANDSAUR
0.391933002,0.187490345,0.080412705,-18.30067489,-10.59413033,CHHAYAN,S_3,2024-01-20,MANDSAUR
0.403789567,0.189785708,0.079474493,-18.7706262,-11.19937981,TAKARDA,S_3,2024-01-20,MANDSAUR
0.417452428,0.184999191,0.075210476,-18.48369028,-11.10717617,DHAMNAR,S_3,2024-01-20,MANDSAUR
0.397706331,0.191797182,0.082444299,-18.68465599,-11.1468598,JHAWAL,S_3,2024-01-20,MANDSAUR
0.417121984,0.192015627,0.078641918,-18.36068481,-11.05708214,BADWAN,S_3,2024-01-20,MANDSAUR
0.41781886,0.205330565,0.083983279,-18.26666557,-11.08808319,JHIRKAN,S_3,2024-01-20,MANDSAUR
0.421616956,0.195676948,0.07902197,-18.42071923,-11.18972144,JOGIKHEDA,S_3,2024-01-20,
0.393911783,0.184189015,0.079448138,-18.6330193,-11.30747635,GULIYANA,S_3,2024-01-20,MANDSAUR
0.379652083,0.192010656,0.087033897,-18.66855175,-11.24276288,KHEDA DHAMNAR,S_3,2024-01-20,MANDSAUR
0.405123782,0.190329194,0.079854994,-18.42651533,-11.10920048,CHHAYAN,S_3,2024-01-20,MANDSAUR
0.386313151,0.188132132,0.082539079,-18.17665158,-10.87183947,LADUSA,S_3,2024-01-20,MANDSAUR
0.367980905,0.192186692,0.08830504,-18.30143981,-10.86952068,BAGYA,S_3,2024-01-20,MANDSAUR
0.376458393,0.187950318,0.084393761,-18.29194053,-11.05160513,SONGARI,S_3,2024-01-20,MANDSAUR
0.386083736,0.198876271,0.08803837,-18.59624779,-11.11505426,ISHAKPUR,S_3,2024-01-20,MANDSAUR
0.404257498,0.197474472,0.082588559,-18.37008165,-10.95404258,LASUDI,S_3,2024-01-20,MANDSAUR
0.382044674,0.184832004,0.082109744,-18.45885122,-11.12724799,MORKHEDA,S_3,2024-01-20,MANDSAUR
0.408054217,0.199087412,0.08316266,-18.4831359,-11.09723665,MUNDLA,S_3,2024-01-20,MANDSAUR
0.427573867,0.20965062,0.08347043,-18.32961161,-11.17653776,MARUKHEDI,S_3,2024-01-20,MANDSAUR
0.395172979,0.195676034,0.084061809,-18.63475116,-11.05363921,TUMDAWADA,S_3,2024-01-20,MANDSAUR
0.422713463,0.198718215,0.08030398,-18.19726614,-11.06466548,BHATREWAS,S_3,2024-01-20,MANDSAUR
0.390752234,0.191449092,0.083167256,-18.72776185,-11.12654218,JHAKARDA,S_3,2024-01-20,MANDSAUR
0.391478516,0.198358533,0.086299721,-18.6023756,-11.31182958,GUDIYANA,S_3,2024-01-20,MANDSAUR
0.379926275,0.223184968,0.096608346,-18.59212976,-11.41809197,PITHAKHEDI NAHARGARH,S_3,2024-01-20,MANDSAUR
0.31581204,0.212151767,0.110921867,-19.16758681,-11.49303796,KOLWA,S_3,2024-01-20,MANDSAUR
0.328992028,0.211652041,0.107329011,-18.93345887,-11.38300373,UDPURA,S_3,2024-01-20,MANDSAUR
0.348265199,0.206399131,0.099734181,-18.82636382,-11.13374375,DHIKOLA,S_3,2024-01-20,MANDSAUR
0.371393329,0.221604933,0.10212779,-18.49100886,-11.2416381,DAMDAM,S_3,2024-01-20,MANDSAUR
0.377865992,0.209321398,0.095389724,-18.53970377,-11.39166357,PANPUR,S_3,2024-01-20,MANDSAUR
0.394366372,0.206544007,0.087933887,-18.46526627,-11.06624845,KHAJURI BADAYALA,S_3,2024-01-20,MANDSAUR
0.37562766,0.203380904,0.09001484,-18.68416635,-11.27787197,ACHERA,S_3,2024-01-20,MANDSAUR
0.411180494,0.197965621,0.081916211,-18.17242985,-10.7510708,BUCHAKHEDI,S_3,2024-01-20,MANDSAUR
0.401256302,0.212082023,0.090549053,-18.65888451,-11.14843163,DILAWARA,S_3,2024-01-20,MANDSAUR
0.370582532,0.230066125,0.103819699,-18.40939149,-11.26079672,MALYAKHEDI,S_3,2024-01-20,MANDSAUR
0.380599918,0.224425756,0.100557672,-18.66513403,-11.18001003,JAMALPURA,S_3,2024-01-20,MANDSAUR
0.376368864,0.231509932,0.104360434,-18.53312657,-11.18544888,GALYAKHEDI,S_3,2024-01-20,MANDSAUR
0.400034113,0.205973134,0.088060651,-19.20239034,-11.40374308,RINDWAN,S_3,2024-01-20,MANDSAUR
0.45502962,0.212015903,0.077900902,-18.52990896,-11.03843361,KAROLI,S_3,2024-01-20,MANDSAUR
0.324641564,0.187036499,0.095691841,-19.05029491,-11.2648885,RATHANA,S_3,2024-01-20,MANDSAUR
0.445866418,0.211360303,0.080055353,-18.11819716,-10.89973249,NAWANKHEDI,S_3,2024-01-20,
0.418713884,0.209848859,0.085414859,-18.4080492,-11.27239814,GARIYAKHEDA,S_3,2024-01-20,MANDSAUR
0.306679265,0.189968999,0.102121526,-18.98266406,-11.29361969,DIGAON KHURD,S_3,2024-01-20,MANDSAUR
0.355142939,0.191141839,0.092271026,-18.641477,-11.08406808,GANDHIGRAM,S_3,2024-01-20,
0.373357521,0.197240346,0.090763632,-18.66092992,-11.21193823,SEMLI,S_3,2024-01-20,MANDSAUR
0.354481409,0.182849426,0.087377466,-18.84200424,-10.92555672,BILANTRI,S_3,2024-01-20,MANDSAUR
0.378126279,0.190452679,0.085241507,-18.71636807,-11.08483474,BHATANA,S_3,2024-01-20,MANDSAUR
0.403435171,0.197501386,0.082816856,-18.69010851,-11.22436944,TISAI,S_3,2024-01-20,MANDSAUR
0.393831209,0.198695249,0.085853711,-18.40359045,-11.05592732,NETAWALI,S_3,2024-01-20,MANDSAUR
0.326906142,0.173971066,0.087380509,-19.00193922,-11.25615598,PALWAI,S_3,2024-01-20,MANDSAUR
0.37069883,0.180751265,0.083019597,-18.8474721,-11.27795629,BANSAKHEDI,S_3,2024-01-20,MANDSAUR
0.37281226,0.184241809,0.083611519,-18.55801752,-10.87091127,CHIRMOLIYA,S_3,2024-01-20,MANDSAUR
0.373463469,0.184491749,0.083743406,-18.53982267,-11.0394688,PALDI,S_3,2024-01-20,MANDSAUR
0.417304698,0.209788923,0.086260251,-17.90025093,-10.65966237,GHATAWADA,S_3,2024-01-20,MANDSAUR
0.336646766,0.179802854,0.08864884,-18.65907258,-10.78586465,KAMALPURA,S_3,2024-01-20,MANDSAUR
0.406707687,0.191021266,0.080112904,-18.3927801,-11.1437349,KACHNARA,S_3,2024-01-20,MANDSAUR
0.368929787,0.193722484,0.088810374,-18.8522632,-10.95212604,HANUMANTI,S_3,2024-01-20,MANDSAUR
0.418351921,0.174258384,0.070060948,-18.57965913,-11.07277752,GYANPURA,S_3,2024-01-20,MANDSAUR
0.419385332,0.181470461,0.072814641,-18.54246073,-11.05559765,MANGROLA,S_3,2024-01-20,MANDSAUR
0.348942465,0.193833805,0.093771917,-18.50682982,-10.8466959,BANIKHEDI,S_3,2024-01-20,MANDSAUR
0.384070524,0.201603066,0.089170743,-18.70635001,-11.20900342,NIMBAKHEDI,S_3,2024-01-20,
0.365207951,0.188588446,0.087113438,-18.76017066,-11.32603894,LALAKHEDA,S_3,2024-01-20,
0.38405078,0.180494616,0.079892266,-18.65781091,-11.16883619,TAJKHEDI,S_3,2024-01-20,MANDSAUR
0.424639477,0.217260881,0.087506961,-18.21440729,-10.95253722,PIPALKHEDI,S_3,2024-01-20,MANDSAUR
0.4323082,0.189924693,0.074621529,-18.23240693,-10.8202983,DORANA,S_3,2024-01-20,MANDSAUR
0.380532523,0.190937404,0.0849291,-17.93272023,-10.6529665,FATEHGARH,S_3,2024-01-20,
0.415782938,0.196576173,0.080464277,-18.16489923,-10.82635612,TOLKHEDI,S_3,2024-01-20,MANDSAUR
0.405634318,0.189893566,0.079821164,-18.73772398,-11.07758196,BARKHEDI,S_3,2024-01-20,RATLAM
0.396300488,0.190219024,0.077541335,-18.61757889,-11.36169283,SAKARIYA,S_3,2024-01-20,MANDSAUR
0.418237584,0.20733623,0.084457487,-18.12863687,-10.91540519,NAIKHEDI,S_3,2024-01-20,MANDSAUR
0.439160592,0.221850182,0.086517998,-17.85922808,-10.73964443,KHOTI,S_3,2024-01-20,MANDSAUR
0.375569421,0.209857033,0.094442399,-18.15574459,-10.59637017,EKALGARH,S_3,2024-01-20,MANDSAUR
0.404466651,0.234761739,0.098362543,-17.99498028,-10.6633703,BHAGOR,S_3,2024-01-20,MANDSAUR
0.360238359,0.225669072,0.104247392,-18.39329397,-10.88591103,BHARATPURA,S_3,2024-01-20,MANDSAUR
0.397302307,0.225306991,0.097437554,-18.22399314,-10.66207179,KUNDLA,S_3,2024-01-20,MANDSAUR
0.423523343,0.182011843,0.072622981,-18.46972378,-10.77345596,MUNDLA,S_3,2024-01-20,MANDSAUR
0.353733281,0.19255208,0.09335375,-18.56974961,-10.71785845,SARAGSEDRA,S_3,2024-01-20,
0.359126173,0.177311771,0.082075948,-18.2520926,-10.63457187,SHERGARH,S_3,2024-01-20,MANDSAUR
0.399905593,0.210117409,0.090909679,-18.35668305,-10.73718752,SATAKHEDI,S_3,2024-01-20,MANDSAUR
0.403986823,0.214377101,0.09179612,-18.20056009,-10.72582506,RALAYATA,S_3,2024-01-20,MANDSAUR
0.376269141,0.18485729,0.084275268,-18.8597606,-11.05346158,RAMGARH,S_3,2024-01-20,MANDSAUR
0.402654026,0.196362516,0.083464836,-18.0728023,-10.60538617,ISHAKPUR,S_3,2024-01-20,MANDSAUR
0.345405523,0.197674863,0.096387239,-18.47488243,-10.60634542,SEDRAMATA,S_3,2024-01-20,
0.295085448,0.200561264,0.10978919,-18.90601889,-10.83438029,BHUWANGARH,S_3,2024-01-20,MANDSAUR
0.361047236,0.225252001,0.107275483,-18.17006621,-10.57415374,MANPURA,S_3,2024-01-20,MANDSAUR
0.367220901,0.214969803,0.100168902,-18.27521121,-10.59202219,SAGOR,S_3,2024-01-20,MANDSAUR
0.338854567,0.218042979,0.108754647,-18.7259331,-10.80237788,SARASPURA,S_3,2024-01-20,MANDSAUR
0.360953059,0.230250196,0.108853562,-18.77200716,-10.96897817,KARANKHEDI,S_3,2024-01-20,MANDSAUR
0.387800303,0.223863565,0.099325096,-17.87686381,-10.36313298,MAMATKHEDA,S_3,2024-01-20,MANDSAUR
0.379013707,0.198493223,0.088356108,-18.0682287,-10.60784434,GOPALPURA,S_3,2024-01-20,MANDSAUR
0.322009903,0.198124436,0.092184817,-19.70244075,-12.42894103,KAMMAKHEDI,S_3,2024-01-20,MANDSAUR
0.355587358,0.187196843,0.089473503,-18.70735438,-10.99038212,HANDI,S_3,2024-01-20,MANDSAUR
0.367503842,0.186434755,0.085759843,-18.76603425,-10.9633205,SURKHEDA,S_3,2024-01-20,MANDSAUR
0.366466875,0.213446107,0.097497319,-18.1113278,-10.41478571,RAHIMGARH,S_3,2024-01-20,MANDSAUR
0.393908553,0.191731202,0.082698595,-18.72098162,-11.05317861,BELARI,S_3,2024-01-20,MANDSAUR
0.418652776,0.207594012,0.084870071,-18.3094491,-10.84002944,BELARA,S_3,2024-01-20,MANDSAUR
0.417360671,0.176587359,0.069325318,-18.79753045,-11.23818962,KARANPURA,S_3,2024-01-20,MANDSAUR
0.400777121,0.187893368,0.079514307,-18.69600196,-11.00384743,KHERKHEDA,S_3,2024-01-20,MANDSAUR
0.42094899,0.198396178,0.080781646,-18.22839203,-10.75692965,KHEDA,S_3,2024-01-20,MANDSAUR
0.401201247,0.197808082,0.084468536,-18.78144035,-11.03497209,MAUKHEDA,S_3,2024-01-20,MANDSAUR
0.38028858,0.192403234,0.086202048,-19.05214832,-11.25289322,DALKHEDI,S_3,2024-01-20,MANDSAUR
0.392493417,0.200616475,0.087010577,-18.83289384,-11.03410534,SEMALKHEDA,S_3,2024-01-20,MANDSAUR
0.358485291,0.16857886,0.078981224,-18.86709157,-11.02134402,RAMAKHEDI,S_3,2024-01-20,MANDSAUR
0.320857414,0.180751952,0.092571996,-19.21783312,-11.58691316,DHARAKHEDI,S_3,2024-01-20,MANDSAUR
0.382189191,0.213614913,0.09650132,-18.61072023,-11.03203795,MORKHEDA,S_3,2024-01-20,MANDSAUR
0.377101045,0.188851212,0.084446555,-18.79328153,-11.00364065,DAMMAKHEDI,S_3,2024-01-20,MANDSAUR
0.304985232,0.214291938,0.105311011,-19.82450855,-11.7010573,KHATRUKHEDI,S_3,2024-01-20,MANDSAUR
0.386878381,0.201921998,0.08727352,-17.0788385,-10.16247356,JETPURA,S_3,2024-01-20,MANDSAUR
0.405198227,0.200438734,0.084830391,-18.47770861,-10.74638824,DALAWADA,S_3,2024-01-20,MANDSAUR
0.395778184,0.208406208,0.091507167,-18.41374184,-10.96847999,MUWALA,S_3,2024-01-20,MANDSAUR
0.424555773,0.196290283,0.078916175,-18.43870366,-10.79895594,RAJNAGAR,S_3,2024-01-20,MANDSAUR
0.381165436,0.205794575,0.091778668,-18.3444972,-10.8414099,BHARPUR,S_3,2024-01-20,MANDSAUR
0.406498057,0.209234298,0.088184384,-18.2284309,-10.60393343,BORKHEDI,S_3,2024-01-20,MANDSAUR
0.408639203,0.210734315,0.08774017,-17.96273179,-10.43313054,DHODHAR,S_3,2024-01-20,MANDSAUR
0.364416976,0.190222844,0.08056746,-18.81614528,-11.33233922,BANGLI,S_3,2024-01-20,MANDSAUR
0.328284397,0.225637338,0.114591956,-18.59540308,-10.77986937,DHANWADA,S_3,2024-01-20,MANDSAUR
0.335192594,0.191636291,0.095933692,-18.54808815,-10.60357095,PRATAPPURA,S_3,2024-01-20,MANDSAUR
0.289077466,0.192844005,0.107830087,-19.51662638,-11.35027371,HANSPURA,S_3,2024-01-20,MANDSAUR
0.397428897,0.204221736,0.087890105,-18.66459452,-11.00733457,HANUMANTIYA,S_3,2024-01-20,MANDSAUR
0.404523222,0.191562293,0.080220492,-18.32921003,-10.65597288,GORDHANPURA,S_3,2024-01-20,MANDSAUR
0.380036122,0.194231547,0.08765788,-18.33402213,-10.66315738,KANAHEDA,S_3,2024-01-20,MANDSAUR
0.409035223,0.188344103,0.078526263,-18.35913232,-10.84431749,JAGDI,S_3,2024-01-20,MANDSAUR
0.415354501,0.187814022,0.076649957,-18.26057155,-10.58439752,NATHUKHEDI,S_3,2024-01-20,MANDSAUR
0.381440661,0.1982855,0.088426384,-18.25878513,-10.51396936,TARNOD,S_3,2024-01-20,MANDSAUR
0.402242247,0.209494919,0.089698112,-18.43118186,-10.95721185,SEMLI,S_3,2024-01-20,MANDSAUR
0.34539899,0.192865358,0.094085593,-18.6841555,-10.79104704,GHASOI,S_3,2024-01-20,MANDSAUR
0.347415637,0.199774542,0.097441648,-18.83477552,-10.98132673,DHAKADKHEDI,S_3,2024-01-20,MANDSAUR
0.335103864,0.200428212,0.099118511,-18.9320769,-11.14074601,GELANA,S_3,2024-01-20,MANDSAUR
0.398383056,0.202299229,0.086741151,-18.27328823,-10.49724551,LAKHWA,S_3,2024-01-20,MANDSAUR
0.382151491,0.184779249,0.083112064,-18.03662625,-10.28921629,DHANKHEDI,S_3,2024-01-20,MANDSAUR
0.377955209,0.192410076,0.086771294,-18.08103771,-10.48974164,DHABLAMAHESH,S_3,2024-01-20,
0.438332443,0.186657766,0.07121862,-17.97251061,-10.41712338,RUPAREL,S_3,2024-01-20,MANDSAUR
0.273751162,0.198775811,0.105898991,-19.75220051,-11.83901947,BASAI,S_3,2024-01-20,MANDSAUR
0.319191984,0.206834263,0.106091665,-18.95800122,-10.91130497,HARIPURA,S_3,2024-01-20,MANDSAUR
0.378057668,0.199965229,0.090256152,-18.69663769,-11.06816232,SINDPAN,S_3,2024-01-20,MANDSAUR
0.324176013,0.244070578,0.130819688,-18.35599743,-10.86050897,MULTANPURA,S_3,2024-01-20,
0.400622739,0.207422066,0.089311532,-17.66012121,-10.61581849,LALGHATI,S_3,2024-01-20,MANDSAUR
0.400514399,0.201764892,0.085862714,-18.08981458,-10.77336032,BOLKHEDA,S_3,2024-01-20,MANDSAUR
0.426178041,0.221476948,0.088062702,-17.9492437,-10.81647094,CHANGLI,S_3,2024-01-20,MANDSAUR
0.431255939,0.24235202,0.094782524,-18.07097502,-11.10890814,ITAYALI,S_3,2024-01-20,MANDSAUR
0.417217343,0.211708991,0.086031737,-17.80787967,-10.70410597,BOHRAKHEDI,S_3,2024-01-20,MANDSAUR
0.403093789,0.214426007,0.090491128,-17.9190774,-10.95439817,MOHAMMADPURA,S_3,2024-01-20,
0.385482816,0.187535545,0.082910871,-18.30334529,-10.85657178,BAJKHEDI,S_3,2024-01-20,MANDSAUR
0.400511226,0.192345043,0.08146895,-18.19648925,-11.0575846,SETKHEDI,S_3,2024-01-20,MANDSAUR
0.414499675,0.204526811,0.083674049,-17.97125957,-10.96451849,RASULPUR,S_3,2024-01-20,BARABANKI
0.40466157,0.194194265,0.081664508,-18.11776626,-10.81171675,DHAKADKHEDI,S_3,2024-01-20,MANDSAUR
0.398806129,0.182635557,0.077397653,-18.56855146,-11.27669522,KAYAMKHEDA,S_3,2024-01-20,
0.396669553,0.2021019,0.087695491,-17.75401525,-10.51239211,KHILCHIPURA,S_3,2024-01-20,MANDSAUR
0.385516017,0.188346832,0.082859846,-18.61464927,-10.97788275,RAJAKHEDI,S_3,2024-01-20,MANDSAUR
0.37436433,0.231862436,0.108907316,-18.61880915,-11.10984546,RALAYATA,S_3,2024-01-20,MANDSAUR
0.35201447,0.180295892,0.081423773,-18.34509413,-10.93326357,KHEDI,S_3,2024-01-20,RATLAM
0.421154769,0.210604841,0.082949606,-18.52823004,-11.36207969,JHALARA,S_3,2024-01-20,MANDSAUR
0.388302751,0.232152361,0.097794019,-18.64570257,-11.63832894,ABAKHEDI,S_3,2024-01-20,MANDSAUR
0.405096392,0.212284186,0.088987155,-18.13551703,-10.89310256,NAHARGARH,S_3,2024-01-20,MANDSAUR
0.360032441,0.187949113,0.088668281,-18.81573864,-11.19614435,KHANUKHEDA,S_3,2024-01-20,MANDSAUR
0.390639878,0.201016907,0.089551652,-18.67059953,-10.95510451,KUNTAKHEDI,S_3,2024-01-20,MANDSAUR
0.384174883,0.192201415,0.083091128,-18.57666586,-10.84901475,KHETAKHEDA,S_3,2024-01-20,MANDSAUR
0.423974088,0.193986285,0.077674835,-18.6169236,-11.03930913,BANKLI,S_3,2024-01-20,MANDSAUR
0.432695469,0.195979894,0.076889228,-18.14780909,-10.66660463,BARUKHEDA,S_3,2024-01-20,MANDSAUR
0.396778172,0.20506247,0.088877095,-18.08349861,-10.49189474,RAMGARH,S_3,2024-01-20,MANDSAUR
0.376836696,0.203168445,0.084861123,-18.92153489,-11.58483903,PAYAKHEDI,S_3,2024-01-20,MANDSAUR
0.384747329,0.200262215,0.090555045,-18.85278293,-11.31893765,PANPUR,S_3,2024-01-20,MANDSAUR
0.361009305,0.18559623,0.083312038,-18.79391275,-11.15382183,KARADIYA,S_3,2024-01-20,MANDSAUR
0.336356769,0.182316977,0.086548529,-18.93722542,-11.26587562,BHATKHEDI,S_3,2024-01-20,MANDSAUR
0.404200617,0.198145733,0.083416854,-18.11708012,-10.53515902,BAJKHEDI,S_3,2024-01-20,MANDSAUR
0.39843706,0.195699288,0.082884092,-18.25768547,-10.65276776,MOTIPURA,S_3,2024-01-20,MANDSAUR
0.427119714,0.216004788,0.086052051,-18.37942898,-11.07182548,SULTANIYA,S_3,2024-01-20,MANDSAUR
0.411206268,0.204014908,0.084289939,-18.33803173,-10.80619205,BETIKHEDI,S_3,2024-01-20,MANDSAUR
0.358984667,0.19201449,0.09067374,-19.05290235,-11.29796678,KACHNARI,S_3,2024-01-20,MANDSAUR
0.349223338,0.189147785,0.092069996,-18.54839701,-10.92131518,KACHNARA,S_3,2024-01-20,MANDSAUR
0.417918188,0.198454329,0.080458197,-18.47196984,-10.96141748,KELUKHEDI,S_3,2024-01-20,MANDSAUR
0.396371498,0.200179473,0.085495525,-18.37041153,-10.85848248,HALUKHEDI,S_3,2024-01-20,MANDSAUR
0.397792229,0.212261848,0.09201122,-18.4038053,-10.80514393,BHILYAKHEDI,S_3,2024-01-20,MANDSAUR
0.357439995,0.184538482,0.087131131,-18.90578004,-11.28962712,RISTHAL,S_3,2024-01-20,MANDSAUR
0.387703255,0.219259796,0.098743187,-18.85220726,-11.24145189,KAYAMPUR,S_3,2024-01-20,MANDSAUR
0.378159619,0.201805477,0.091928628,-19.12016765,-11.39460887,RAJAKHEDI,S_3,2024-01-20,MANDSAUR
0.348696997,0.211758377,0.103495225,-19.35852578,-11.61871511,NATARAM,S_3,2024-01-20,MANDSAUR
0.608721284,0.238904232,0.054605947,-18.4283475,-12.18831805,HARIYAKHEDA,S_3,2024-01-20,RATLAM
0.693272048,0.278543797,0.046847239,-17.8873712,-12.4395264,BARKHEDI,S_3,2024-01-20,RATLAM
0.674482541,0.278890193,0.051602074,-17.70643854,-12.06646836,PINGRALA,S_3,2024-01-20,RATLAM
0.592278431,0.248822226,0.058408275,-18.34070294,-12.30046033,BHAT KHEDA,S_3,2024-01-20,RATLAM
0.74665948,0.289156248,0.039148796,-17.85818798,-12.57020262,SEMAL KHEDI,S_3,2024-01-20,RATLAM
0.687008057,0.277387579,0.047534442,-18.08195185,-12.49286004,UPARWADA,S_3,2024-01-20,RATLAM
0.723698659,0.315018699,0.04384763,-18.68183461,-12.80054375,BADODA,S_3,2024-01-20,RATLAM
0.647359847,0.265832819,0.052773198,-18.46765922,-12.66056637,JADWASA,S_3,2024-01-20,RATLAM
0.672944727,0.262993256,0.046873533,-18.12881035,-12.58988452,MANAN KHEDA,S_3,2024-01-20,RATLAM
0.601184397,0.247478893,0.058910468,-17.11820473,-11.38544111,BARKHEDI,S_3,2024-01-20,RATLAM
0.612772191,0.275285273,0.061899389,-18.09860457,-11.7199874,HARIYA KHEDA,S_3,2024-01-20,RATLAM
0.681383969,0.269963943,0.048202832,-17.75444963,-12.14925792,SEMLIYA,S_3,2024-01-20,RATLAM
0.599215254,0.243762586,0.057216336,-18.17089785,-12.04789622,KARIYA,S_3,2024-01-20,RATLAM
0.689573314,0.277338767,0.047431939,-17.81915552,-11.71436665,KHEDI,S_3,2024-01-20,RATLAM
0.457089186,0.225539892,0.08104803,-17.20577092,-9.815721765,Mewasa,S_3,2024-01-20,RATLAM
0.452203326,0.214758184,0.075274793,-18.33371293,-11.38983127,SEMAL KHEDI,S_3,2024-01-20,RATLAM
0.550935164,0.238474413,0.063742211,-18.78864885,-12.16360085,KHEDI,S_3,2024-01-20,RATLAM
0.651074227,0.257872042,0.050685364,-18.61973932,-12.62249336,BODINA,S_3,2024-01-20,RATLAM
0.636997566,0.259939286,0.052191307,-18.06818637,-11.81618421,KHEDI,S_3,2024-01-20,RATLAM
0.624259443,0.273117601,0.05774352,-16.81476285,-10.92037053,PALDUNA,S_3,2024-01-20,RATLAM
0.721072529,0.308963383,0.04504547,-18.08892873,-12.40146586,BADODA,S_3,2024-01-20,RATLAM
0.708529848,0.317100486,0.049213189,-17.5845182,-11.85984128,KANDARWASA,S_3,2024-01-20,RATLAM
0.722434881,0.317952391,0.046257134,-17.44229848,-11.90081114,BHARODA,S_3,2024-01-20,RATLAM
0.69012379,0.284335605,0.048149323,-17.99124014,-12.41491136,PANCHED,S_3,2024-01-20,RATLAM
0.659442269,0.295029957,0.055501682,-18.4147412,-12.18671896,MEWASA,S_3,2024-01-20,RATLAM
0.660155955,0.287475165,0.053736347,-18.099358,-11.89638224,BHADWASA,S_3,2024-01-20,RATLAM
0.694556865,0.304470814,0.050088226,-18.02460456,-12.02555094,SEMLIYA,S_3,2024-01-20,RATLAM
0.740064158,0.328176757,0.043439733,-18.6393109,-12.62377923,GHATWAS,S_3,2024-01-20,RATLAM
0.733319742,0.32171725,0.044270017,-18.34775683,-12.47002065,KALOLI KHURD,S_3,2024-01-20,RATLAM
0.367964564,0.200085774,0.091976599,-20.38915294,-12.34269497,PIPALKHUNTA,S_3,2024-01-20,RATLAM
0.656757621,0.26550299,0.051089888,-18.75315084,-12.84609476,PALSODA,S_3,2024-01-20,RATLAM
0.67979792,0.274708878,0.048356614,-18.91069613,-13.11987621,JADWASA KHURD,S_3,2024-01-20,RATLAM
0.414713607,0.214730746,0.087998352,-18.63333572,-10.9436273,REHTADI,S_4,2024-02-20,MANDSAUR
0.385516719,0.210064499,0.087625506,-18.08632237,-11.15191611,KOYLA,S_4,2024-02-20,MANDSAUR
-0.050844476,0.076449458,0.047695003,-29.2122898,-20.54801041,SUJANPURA,S_4,2024-02-20,MANDSAUR
-0.062316886,0.092900665,0.058034106,-29.8943263,-20.56304239,KHEDI,S_4,2024-02-20,RATLAM
0.360749321,0.21368103,0.100766426,-18.52178339,-11.07794152,KARANPURA,S_4,2024-02-20,MANDSAUR
0.412402086,0.246252952,0.101449503,-18.49597239,-10.96290647,GORDHANPURA,S_4,2024-02-20,MANDSAUR
0.341740135,0.201022705,0.098278073,-18.63003996,-11.0652262,RALAYATA,S_4,2024-02-20,MANDSAUR
0.399111562,0.218786453,0.093413856,-18.32362883,-11.08730485,BARKHEDI,S_4,2024-02-20,RATLAM
0.329881664,0.204018814,0.104154153,-18.89439405,-11.107982,SINDPAN,S_4,2024-02-20,MANDSAUR
0.391950788,0.198029593,0.087043208,-18.45369223,-10.87524498,HANUMANTIYA,S_4,2024-02-20,MANDSAUR
0.260923332,0.18378154,0.104561708,-19.42121193,-11.62186792,MUNDADI,S_4,2024-02-20,MANDSAUR
0.411869829,0.221249345,0.092079449,-18.45561677,-11.40942469,SELAWARI,S_4,2024-02-20,MANDSAUR
0.36182769,0.226651123,0.106764671,-18.86592213,-11.47738421,AMARPURA,S_4,2024-02-20,MANDSAUR
0.417469973,0.221111274,0.091085911,-18.90808007,-11.44730496,SONI,S_4,2024-02-20,MANDSAUR
0.409231722,0.234207272,0.100409181,-18.43133172,-11.13853833,JETPURA,S_4,2024-02-20,MANDSAUR
0.375169484,0.21393489,0.09717267,-18.93526391,-11.26580665,NINORA,S_4,2024-02-20,MANDSAUR
0.394764364,0.22272716,0.097003075,-18.9624939,-11.1710263,SEMLI,S_4,2024-02-20,MANDSAUR
